gene_callers_id,source,accession,function,e_value,contig,genome
241312,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.7e-67,VULCA_120.Contig_105,VULCA_120
241563,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.7e-150,VULCA_120.Contig_130,VULCA_120
241785,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),3.8999999999999995e-70,VULCA_120.Contig_159,VULCA_120
242645,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.9999999999999997e-149,VULCA_209.Contig_2,VULCA_209
243114,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.3e-71,VULCA_209.Contig_36,VULCA_209
243590,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.6e-61,VULCA_209.Contig_102,VULCA_209
245143,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),5.000000000000001e-72,VULCA_20.Contig_20,VULCA_20
246168,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.4e-72,VULCA_20.Contig_84,VULCA_20
246432,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.4e-151,VULCA_20.Contig_109,VULCA_20
247220,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.2e-71,VULCA_242.Contig_22,VULCA_242
248888,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),9.500000000000001e-71,VULCA_28.Contig_3,VULCA_28
250372,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),7.7e-66,VULCA_28.Contig_52,VULCA_28
250683,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",3.999999999999999e-146,VULCA_28.Contig_85,VULCA_28
251295,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1e-157,VULCA_43.Contig_32,VULCA_43
251450,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),7e-72,VULCA_43.Contig_46,VULCA_43
252030,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),5.1e-69,VULCA_43.Contig_122,VULCA_43
253091,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.9999999999999995e-70,VULCA_51.Contig_5,VULCA_51
253446,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.099999999999999e-152,VULCA_51.Contig_28,VULCA_51
254657,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),9.8e-68,VULCA_51.Contig_185,VULCA_51
256481,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.6e-68,VULCA_54.Contig_89,VULCA_54
256781,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.1999999999999999e-146,VULCA_54.Contig_131,VULCA_54
256836,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.6e-70,VULCA_54.Contig_141,VULCA_54
257981,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),6.2e-70,VULCA_96.Contig_11,VULCA_96
258676,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1e-149,VULCA_96.Contig_36,VULCA_96
259256,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),9.1e-62,VULCA_96.Contig_77,VULCA_96
3124,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.0999999999999999e-265,APHAN_134.Contig_56,APHAN_134
6630,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.7e-229,CYANO_106.Contig_108,CYANO_106
10300,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),0,CYANO_45.Contig_29,CYANO_45
15386,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),4.0999999999999996e-212,CYANO_51_1.Contig_102,CYANO_51_1
17773,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),7.099999999999999e-162,CYANO_79.Contig_48,CYANO_79
21085,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),9.4e-59,CYANO_84.Contig_33,CYANO_84
24229,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),3.3e-220,CYANO_84.Contig_362,CYANO_84
34176,COG20_FUNCTION,COG0323!!!COG0642,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62)!!!Signal transduction histidine kinase (BaeS) (PDB:1JOY),0,CYBIM_104.Contig_51,CYBIM_104
83141,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),4.3e-75,CYBIM_31.Contig_13,CYBIM_31
139231,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),3.7e-7,DOLIS_105.Contig_201,DOLIS_105
139342,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),4e-78,DOLIS_105.Contig_213,DOLIS_105
141708,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),4.899999999999999e-271,DOLIS_187.Contig_8,DOLIS_187
143943,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.1e-7,DOLIS_187.Contig_53,DOLIS_187
145926,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),3.9e-60,DOLIS_36.Contig_75,DOLIS_36
147168,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.7999999999999998e-221,DOLIS_36.Contig_367,DOLIS_36
150183,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),3.6999999999999997e-271,DOLIS_53.Contig_444,DOLIS_53
157841,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),8.7e-71,MCYST_157.Contig_688,MCYST_157
159139,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.9e-208,MCYST_162_1.Contig_131,MCYST_162_1
162378,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.3e-147,MCYST_162_2.Contig_89,MCYST_162_2
173296,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),0,MCYST_2.Contig_133,MCYST_2
178817,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),6e-24,MCYST_31.Contig_436,MCYST_31
180600,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),6.399999999999999e-186,MCYST_56.Contig_44,MCYST_56
185371,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),0,MCYST_62.Contig_26,MCYST_62
190797,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),0,MCYST_79.Contig_175,MCYST_79
193330,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.0999999999999999e-180,NODOS_103.Contig_4,NODOS_103
199800,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.2999999999999998e-167,NODOS_105.Contig_143,NODOS_105
203512,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.8e-95,PSEUDA_13.Contig_3,PSEUDA_13
204614,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.8999999999999997e-154,PSEUDA_13.Contig_30,PSEUDA_13
204767,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.1e-109,PSEUDA_13.Contig_36,PSEUDA_13
209610,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.9999999999999996e-155,PSEUDA_157.Contig_59,PSEUDA_157
216373,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.3999999999999998e-153,PSEUDA_281.Contig_130,PSEUDA_281
220377,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.5999999999999997e-154,PSEUDA_31.Contig_91,PSEUDA_31
224629,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),1.7e-154,PSEUDA_70.Contig_83,PSEUDA_70
228047,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),2.1e-101,VAMPV_156.Contig_7,VAMPV_156
233006,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),3.3e-51,VAMPV_156.Contig_113,VAMPV_156
237671,COG20_FUNCTION,COG0323,DNA mismatch repair ATPase MutL (MutL) (PDB:1B62),6.8999999999999984e-102,VAMPV_261.Contig_405,VAMPV_261
899,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,APHAN_134.Contig_8,APHAN_134
2406,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,APHAN_134.Contig_33,APHAN_134
4653,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYANO_106.Contig_9,CYANO_106
4729,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYANO_106.Contig_11,CYANO_106
9151,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYANO_45.Contig_12,CYANO_45
10632,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYANO_45.Contig_37,CYANO_45
12953,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYANO_51_1.Contig_25,CYANO_51_1
14058,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYANO_51_1.Contig_53,CYANO_51_1
17862,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYANO_79.Contig_62,CYANO_79
19927,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),2.7e-127,CYANO_79.Contig_588,CYANO_79
19954,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.8e-117,CYANO_79.Contig_599,CYANO_79
20740,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYANO_84.Contig_19,CYANO_84
22171,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYANO_84.Contig_91,CYANO_84
25044,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_101_1.Contig_33,CYBIM_101_1
26712,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_101_1.Contig_222,CYBIM_101_1
28354,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_101.Contig_12,CYBIM_101
29708,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_101.Contig_55,CYBIM_101
30900,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_104.Contig_2,CYBIM_104
31593,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.4e-301,CYBIM_104.Contig_6,CYBIM_104
34570,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),6.099999999999999e-293,CYBIM_114.Contig_7,CYBIM_114
34594,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),3.2e-73,CYBIM_114.Contig_8,CYBIM_114
36538,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_114.Contig_189,CYBIM_114
37039,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_114.Contig_300,CYBIM_114
38349,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.3999999999999994e-305,CYBIM_119_1.Contig_41,CYBIM_119_1
39502,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.4e-294,CYBIM_119_1.Contig_163,CYBIM_119_1
40037,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_119.Contig_3,CYBIM_119
40376,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.3e-296,CYBIM_119.Contig_6,CYBIM_119
40380,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.3999999999999995e-25,CYBIM_119.Contig_6,CYBIM_119
44108,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_130_1.Contig_28,CYBIM_130_1
46255,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.1e-285,CYBIM_130.Contig_96,CYBIM_130
47592,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.1999999999999998e-48,CYBIM_130.Contig_307,CYBIM_130
47594,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.2e-7,CYBIM_130.Contig_307,CYBIM_130
48678,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),2.1e-286,CYBIM_134_1.Contig_21,CYBIM_134_1
50047,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),9.999999999999998e-171,CYBIM_134_1.Contig_123,CYBIM_134_1
52167,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.8e-291,CYBIM_136_1.Contig_8,CYBIM_136_1
52913,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_136_1.Contig_18,CYBIM_136_1
55296,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.5e-303,CYBIM_157.Contig_4,CYBIM_157
57780,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_157.Contig_24,CYBIM_157
58946,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_15.Contig_34,CYBIM_15
59320,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_15.Contig_56,CYBIM_15
63920,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_160.Contig_28,CYBIM_160
63999,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.4e-298,CYBIM_160.Contig_31,CYBIM_160
64283,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.7000000000000002e-277,CYBIM_173.Contig_11,CYBIM_173
65980,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_173.Contig_223,CYBIM_173
69105,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_190.Contig_179,CYBIM_190
69646,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),3.7000000000000004e-65,CYBIM_190.Contig_283,CYBIM_190
69734,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),3.9e-10,CYBIM_190.Contig_306,CYBIM_190
70437,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.6e-297,CYBIM_200.Contig_5,CYBIM_200
71543,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_200.Contig_24,CYBIM_200
73471,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_22.Contig_7,CYBIM_22
76199,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.1e-164,CYBIM_22.Contig_247,CYBIM_22
76447,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.8999999999999996e-162,CYBIM_22.Contig_310,CYBIM_22
79339,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),3.8e-296,CYBIM_231.Contig_309,CYBIM_231
79387,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.0000000000000004e-307,CYBIM_231.Contig_323,CYBIM_231
79463,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.0999999999999999e-69,CYBIM_231.Contig_345,CYBIM_231
80466,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.7999999999999998e-298,CYBIM_28.Contig_36,CYBIM_28
81372,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),5.499999999999999e-190,CYBIM_28.Contig_129,CYBIM_28
82935,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_31.Contig_9,CYBIM_31
85341,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.2999999999999998e-294,CYBIM_31.Contig_104,CYBIM_31
86714,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_39.Contig_10,CYBIM_39
89606,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.6e-297,CYBIM_51.Contig_15,CYBIM_51
90498,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_51.Contig_56,CYBIM_51
91744,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_52.Contig_1,CYBIM_52
92606,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),5.3e-290,CYBIM_52.Contig_13,CYBIM_52
95161,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.7e-306,CYBIM_60_1.Contig_6,CYBIM_60_1
96223,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_60_1.Contig_19,CYBIM_60_1
100458,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_63.Contig_24,CYBIM_63
101198,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.9e-295,CYBIM_63.Contig_45,CYBIM_63
103148,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),5.5e-295,CYBIM_67.Contig_24,CYBIM_67
104937,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_67.Contig_206,CYBIM_67
106916,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),6.2e-13,CYBIM_73_1.Contig_24,CYBIM_73_1
106918,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.9e-29,CYBIM_73_1.Contig_24,CYBIM_73_1
106923,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_73_1.Contig_24,CYBIM_73_1
107562,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_73_1.Contig_43,CYBIM_73_1
111132,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_73.Contig_22,CYBIM_73
111184,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),7.699999999999999e-305,CYBIM_73.Contig_23,CYBIM_73
113965,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_76.Contig_18,CYBIM_76
114516,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_76.Contig_28,CYBIM_76
116318,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_77.Contig_14,CYBIM_77
116856,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_77.Contig_22,CYBIM_77
118527,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,CYBIM_80.Contig_19,CYBIM_80
119500,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),5.299999999999999e-175,CYBIM_80.Contig_87,CYBIM_80
119573,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.6999999999999997e-194,CYBIM_80.Contig_95,CYBIM_80
121063,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_89.Contig_6,CYBIM_89
121696,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),5.4e-303,CYBIM_89.Contig_11,CYBIM_89
124523,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),4.8e-306,CYBIM_90.Contig_18,CYBIM_90
124751,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_90.Contig_23,CYBIM_90
128287,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.3e-9,CYBIM_93.Contig_15,CYBIM_93
128647,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.7999999999999998e-298,CYBIM_93.Contig_20,CYBIM_93
129219,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_93.Contig_29,CYBIM_93
129224,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),9.8e-21,CYBIM_93.Contig_29,CYBIM_93
131934,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_94.Contig_73,CYBIM_94
132056,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1.9e-51,CYBIM_94.Contig_83,CYBIM_94
132589,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.4000000000000003e-246,CYBIM_94.Contig_143,CYBIM_94
135187,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,CYBIM_96.Contig_270,CYBIM_96
136932,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,DOLIS_105.Contig_39,DOLIS_105
137969,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,DOLIS_105.Contig_97,DOLIS_105
142566,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,DOLIS_187.Contig_20,DOLIS_187
144746,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,DOLIS_187.Contig_89,DOLIS_187
145613,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,DOLIS_36.Contig_25,DOLIS_36
146030,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),2.0999999999999997e-207,DOLIS_36.Contig_93,DOLIS_36
147795,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),1.9000000000000002e-278,DOLIS_36.Contig_567,DOLIS_36
150470,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),5.8e-306,DOLIS_53.Contig_530,DOLIS_53
152105,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,MCYST_100.Contig_151,MCYST_100
152906,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,MCYST_100.Contig_300,MCYST_100
155040,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),1e-203,MCYST_157.Contig_103,MCYST_157
157968,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),2.9999999999999996e-42,MCYST_157.Contig_726,MCYST_157
159508,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,MCYST_162_1.Contig_193,MCYST_162_1
160769,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,MCYST_162_1.Contig_476,MCYST_162_1
163284,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),2.9000000000000003e-274,MCYST_162_2.Contig_259,MCYST_162_2
166472,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,MCYST_162.Contig_258,MCYST_162
167521,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,MCYST_24.Contig_41,MCYST_24
169465,COG20_FUNCTION,COG0249,DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M),0,MCYST_24.Contig_474,MCYST_24
171641,COG20_FUNCTION,COG1193,dsDNA-specific endonuclease/ATPase MutS2 (MutS2),0,MCYST_2.Contig_47,MCYST_2
